trno,dbh,cl,dead,ht,bal,ba,tph,spp,ccfl,standid,plotid,nsnag
16, 45.7675010,12.8046023,0,34.083163,63.3696000,74.321841,  846.3168,DF,222.993700, 10, 3, 7
17, 30.0542873,10.7514939,0,25.861993,29.3888000,74.321841,  846.3168,DF, 85.246630, 10, 3, 7
18, 48.1799772,16.5104917,0,36.697920,29.3888000,74.321841,  846.3168,DF, 85.246630, 10, 3, 7
19, 24.0654273,12.2233944,0,26.197886,29.3888000,74.321841,  846.3168,DF, 85.246630, 10, 3, 7
20, 23.0862098, 7.5722043,0,22.473218,29.3888000,74.321841,  846.3168,DF, 85.246630, 10, 3, 7
21, 48.9131574,11.2056184,0,29.931360,29.3888000,74.321841,  846.3168,DF, 85.246630, 10, 3, 7
 2, 63.4585528,20.2597573,0,39.407775,11.9392023,74.321841,  846.3168,DF, 22.399190, 10, 4, 7
 3, 52.6441077,17.7687519,0,38.489748,21.1232046,74.321841,  846.3168,DF, 55.083420, 10, 4, 7
 4, 63.2446515,18.7921148,0,36.924204,12.8576023,74.321841,  846.3168,DF, 25.525090, 10, 4, 7
 6, 45.9434399,14.2551516,0,36.356757,38.5728000,74.321841,  846.3168,DF,121.463300, 10, 4, 7
 7, 45.3669124,16.2454499,0,35.096318,44.0832000,74.321841,  846.3168,DF,142.665600, 10, 4, 7
 8, 61.6135836,14.3362436,0,37.368480,13.7760023,74.321841,  846.3168,DF, 28.664510, 10, 4, 7
 9, 24.0654273, 9.4415183,0,25.895278,66.1248000,74.321841,  846.3168,DF,235.592000, 10, 4, 7
10, 49.2457743,15.9903018,0,34.510767,32.1440000,74.321841,  846.3168,DF, 96.008940, 10, 4, 7
11, 41.9179114,13.5184866,0,31.911463,48.6752000,74.321841,  846.3168,DF,160.332600, 10, 4, 7
13, 45.4353923,21.9660399,0,41.661497,36.7360000,74.321841,  846.3168,DF,114.077200, 10, 4, 7
14, 46.4123560,18.0843144,0,32.949429,59.6960000,74.321841,  846.3168,DF,206.750600, 10, 4, 7
15, 33.5730895,16.8805068,0,31.558017,73.4720000,74.321841,  846.3168,DF,276.948500, 10, 4, 7
17, 17.4968585, 4.0751150,0,16.822287,73.4720000,74.321841,  846.3168,DF,276.948500, 10, 4, 7
18, 18.0411000, 8.8723958,1,14.234160,73.4720000,74.321841,  846.3168,DF,276.948500, 10, 4, 7
 3, 48.0438050,22.8901996,0,36.242000,15.6128046,74.321841,  846.3168,DF, 35.046810, 10, 5, 7
 4, 51.5320390,17.4658782,0,35.895168,23.8784000,74.321841,  846.3168,DF, 65.407620, 10, 5, 7
 5, 57.7237191,19.3379385,0,36.161777,18.3680046,74.321841,  846.3168,DF, 44.906190, 10, 5, 7
 6, 71.4653455,23.3106316,0,38.143099,20.2048046,74.321841,  846.3168,DF, 51.669490, 10, 5, 7
 7, 52.2546740,23.0468028,0,38.783819,20.2048046,74.321841,  846.3168,DF, 51.669490, 10, 5, 7
 9, 54.8624007,16.6985899,0,39.715379,20.2048046,74.321841,  846.3168,DF, 51.669490, 10, 5, 7
11, 52.9656966,20.4461394,0,37.071605,20.2048046,74.321841,  846.3168,DF, 51.669490, 10, 5, 7
 1, 32.4489003,17.0820710,0,34.516101,22.0416023,57.286807,  719.3795,DF, 67.215850, 13, 1,12
 2, 46.4514874,13.3403584,0,34.525915,18.3680023,57.286807,  719.3795,DF, 54.142310, 13, 3,15
 3, 50.4765584,19.5692055,0,40.395174, 8.2656023,57.286807,  719.3795,DF, 20.588830, 13, 4, 4
 4, 61.6004974,15.7639786,0,34.412804,20.2048023,57.286807,  719.3795,DF, 59.975360, 13, 1, 4
 5, 48.4051861,17.0474640,0,39.402990,14.6944046,57.286807,  719.3795,DF, 41.424270, 13, 1, 4
 6, 51.9611631,13.6833834,0,34.052896, 5.5104023,57.286807,  719.3795,DF, 11.331570, 13, 1, 4
 7, 68.7119687,17.9176284,0,37.282740, 6.4288023,57.286807,  719.3795,DF, 14.309880, 13, 1, 4
 8, 62.8703622,18.5684190,0,40.300961, 7.3472023,57.286807,  719.3795,DF, 17.435790, 13, 1, 4
10, 61.2664321,18.3070622,0,39.471600,32.1440000,57.286807,  719.3795,DF,104.100800, 13, 1, 4
12, 44.4878280,16.2940228,0,35.753040,32.1440000,57.286807,  719.3795,DF,104.100800, 13, 1, 4
13, 56.6954527,13.1191010,0,35.092996,32.1440000,57.286807,  719.3795,DF,104.100800, 13, 1, 4
14, 37.9996640,12.7335443,0,28.161746,32.1440000,57.286807,  719.3795,DF,104.100800, 13, 1, 4
 1, 41.4098385, 9.2273140,0,30.661051,27.5520000,57.286807,  719.3795,DF, 87.062240, 13, 3, 4
 2, 35.9673468, 8.6046808,0,31.028640,33.9808000,57.286807,  719.3795,DF,112.411100, 13, 3, 4
 3, 28.7839906,10.9816240,0,28.263936,44.0832000,57.286807,  719.3795,DF,154.518100, 13, 3, 4
 4, 29.1838932, 6.7375583,0,24.272693,43.1648000,57.286807,  719.3795,DF,149.765300, 13, 3, 4
 5, 34.6274267,12.2793191,0,29.750641,38.5728000,57.286807,  719.3795,DF,132.262100, 13, 3, 4
 8, 47.3499850,13.6598436,0,30.959389,26.6336000,57.286807,  719.3795,DF, 83.175980, 13, 3, 4
 9, 35.1287406,12.1278670,0,29.227885, 9.1840023,57.286807,  719.3795,DF, 23.748730, 13, 3, 4
10, 41.9867217,13.6559666,0,32.312580,22.9600000,57.286807,  719.3795,DF, 70.918980, 13, 3, 4
11, 36.7678380,14.6608800,0,32.400240,12.8576046,57.286807,  719.3795,DF, 35.751510, 13, 3, 4
12, 60.6245756,14.4400463,0,37.144452,11.0208046,57.286807,  719.3795,DF, 30.224860, 13, 3, 4
13, 24.1395000, 9.6641229,1,20.452080,36.7360000,57.286807,  719.3795,DF,123.621300, 13, 3, 4
15, 34.8815013,13.4725989,0,30.550744,36.7360000,57.286807,  719.3795,DF,123.621300, 13, 3, 4
16, 51.9498811,17.1926829,0,38.721944,36.7360000,57.286807,  719.3795,DF,123.621300, 13, 3, 4
17, 56.7475432,14.6795429,0,33.794304,36.7360000,57.286807,  719.3795,DF,123.621300, 13, 3, 4
18, 34.5892609,12.5680897,0,32.355282,36.7360000,57.286807,  719.3795,DF,123.621300, 13, 3, 4
 3, 40.1010202,16.9246723,0,35.767274,16.5312023,57.286807,  719.3795,DF, 48.385800, 13, 4, 4
 6, 51.3742175,19.6195097,0,40.909646,29.3888000,57.286807,  719.3795,DF, 93.512520, 13, 4, 4
 7, 50.0255563,14.1244472,0,33.326527,29.3888000,57.286807,  719.3795,DF, 93.512520, 13, 4, 4
13, 38.4916016,13.3584635,0,30.478043,29.3888000,57.286807,  719.3795,DF, 93.512520, 13, 4, 4
 1, 49.8611791,15.2170790,0,32.704827, 3.6736000,54.262218,  789.2250,DF, 13.833160, 22, 1,10
 2, 36.7604691,13.4808803,0,29.242015,15.6128000,54.262218,  789.2250,DF, 62.446500, 22, 2,14
 3, 26.2433972, 4.8932653,0,19.415760, 1.8368000,54.262218,  789.2250,DF,  6.819813, 22, 3, 9
 4, 19.4143580, 5.8852857,0,17.939361,28.4704000,54.262218,  789.2250,PM,120.060100, 22, 4,10
 5, 40.3550186,15.6243863,0,33.641264,21.1232000,54.262218,  789.2250,DF, 86.634350, 22, 5,17
 6, 54.5012229,14.3703782,0,35.730729,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 1,17
 7, 51.1991680,13.9883723,0,37.947600,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 1,17
 8, 34.9826077, 9.2407770,0,33.216830,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 1,17
 9, 37.9996640,12.2035306,0,28.283639,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 1,17
10, 44.9273448,14.4430577,0,35.629413,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 1,17
 1, 25.5860913,10.0753225,0,26.125344,30.3072000,54.262218,  789.2250,DF,128.544900, 22, 2,17
 2, 35.3131409,16.0091902,0,35.368657,12.8576000,54.262218,  789.2250,DF, 50.738140, 22, 2,17
 3, 43.5496908,14.6293454,0,33.622000,25.7152000,54.262218,  789.2250,DF,107.407900, 22, 2,17
 4, 35.4905536,15.3884376,0,34.190483,11.9392000,54.262218,  789.2250,DF, 46.919450, 22, 2,17
 5, 42.7784973,14.2673741,0,35.566441,33.0624000,54.262218,  789.2250,DF,141.348800, 22, 2,17
 6, 34.8433100,12.5513562,0,31.332190,45.0016000,54.262218,  789.2250,DF,199.024200, 22, 2,17
 7, 29.0332119,13.8692504,0,35.762397,49.5936000,54.262218,  789.2250,DF,223.390100, 22, 2,17
 8, 25.4812496, 8.7192216,0,27.587280,25.7152000,54.262218,  789.2250,DF,107.407900, 22, 2,17
 9, 36.0752122,11.3411081,0,31.094385,53.2672000,54.262218,  789.2250,DF,244.430100, 22, 2,17
10, 22.2871949, 7.8064004,0,29.267396,32.1440000,54.262218,  789.2250,DF,137.060100, 22, 2,17
11, 35.0973592,10.8113901,0,31.537412,16.5312000,54.262218,  789.2250,DF, 66.416210, 22, 2,17
12, 39.5157008,17.1093536,0,37.353423,18.3680000,54.262218,  789.2250,DF, 74.431050, 22, 2,17
13, 38.8309522,13.1315612,0,32.645604,18.3680000,54.262218,  789.2250,DF, 74.431050, 22, 2,17
14, 19.7833824, 2.2011830,0,11.973230,18.3680000,54.262218,  789.2250,DF, 74.431050, 22, 2,17
 2, 48.9524666,11.7028935,0,31.686795,40.4096000,54.262218,  789.2250,DF,176.207000, 22, 3,17
 3, 36.2524978,16.2011868,0,37.657065, 4.5920000,54.262218,  789.2250,DF, 17.402240, 22, 3,17
 4, 33.8587996,15.2481016,0,34.318651,36.7360000,54.262218,  789.2250,DF,158.566500, 22, 3,17
 5, 26.6393104,13.1321251,0,33.004201,46.8384000,54.262218,  789.2250,DF,208.511700, 22, 3,17
 6, 30.8489089,10.4874944,0,28.703373,42.2464000,54.262218,  789.2250,DF,185.264500, 22, 3,17
 7, 25.4405682, 4.2009670,1,15.671688,42.2464000,54.262218,  789.2250,PM,185.264500, 22, 3,17
 8, 38.3229300,12.8833565,0,35.283922,42.2464000,54.262218,  789.2250,DF,185.264500, 22, 3,17
 9, 11.7633715, 4.5510755,0,19.262659,42.2464000,54.262218,  789.2250,DF,185.264500, 22, 3,17
10, 14.0494685, 4.2719701,0,20.561003,42.2464000,54.262218,  789.2250,DF,185.264500, 22, 3,17
 1, 44.4878280,15.2409754,0,39.357178,10.1024000,54.262218,  789.2250,DF, 39.389610, 22, 4,17
 3, 36.6910744,10.4756011,0,34.381288, 9.1840000,54.262218,  789.2250,DF, 35.655940, 22, 4,17
 4, 35.8594813,17.3200832,0,39.177377,45.9200000,54.262218,  789.2250,DF,203.691100, 22, 4,17
 5, 28.2758668, 9.1317745,0,30.431863,33.0624000,54.262218,  789.2250,DF,141.348800, 22, 4,17
 6, 34.2588800,11.8638005,0,37.925807,13.7760000,54.262218,  789.2250,DF, 54.567870, 22, 4,17
 7, 47.7898067,15.2689469,0,38.551439,30.3072000,54.262218,  789.2250,DF,128.544900, 22, 4,17
 8, 40.9706774,13.3251885,0,33.542356,17.4496000,54.262218,  789.2250,DF, 70.398300, 22, 4,17
 9, 35.3131409,15.1115512,0,34.848424,43.1648000,54.262218,  789.2250,DF,189.812100, 22, 4,17
11, 30.3786968, 8.8969261,0,35.201261,37.6544000,54.262218,  789.2250,DF,162.886900, 22, 4,17
13, 38.2151916,12.5226227,0,37.509206,20.2048000,54.262218,  789.2250,DF, 82.548880, 22, 4,17
 1, 34.9894429,10.0345220,0,32.567636,33.0624000,54.262218,  789.2250,DF,141.348800, 22, 5,17
 2, 31.7948215, 7.5307424,0,29.409963,39.4912000,54.262218,  789.2250,DF,171.697000, 22, 5,17
 3, 46.8520760,15.6807560,0,45.592228,24.7968000,54.262218,  789.2250,DF,103.224800, 22, 5,17
 4, 36.8756781, 9.6464994,0,35.414102, 5.5104000,54.262218,  789.2250,DF, 20.998950, 22, 5,17
 5, 49.5783912,15.5198582,0,40.556414,14.6944000,54.262218,  789.2250,DF, 58.501170, 22, 5,17
 6, 40.5703175,16.4081826,0,40.226559,27.5520000,54.262218,  789.2250,DF,115.832800, 22, 5,17
 7, 35.6750302,12.3756755,0,38.728985,51.4304000,54.262218,  789.2250,DF,233.772200, 22, 5,17
 8, 23.8484107, 8.5822445,0,32.758380, 0.9184000,54.262218,  789.2250,DF,  3.397700, 22, 5,17
 9, 46.0899793,12.5178160,0,36.091002,43.1648000,54.262218,  789.2250,DF,189.812100, 22, 5,17
10, 53.0052854,16.3965057,0,38.607675,38.5728000,54.262218,  789.2250,DF,167.223400, 22, 5,17
11, 30.8164603, 8.2835709,0,29.563597,50.5120000,54.262218,  789.2250,DF,228.491600, 22, 5,17
12, 32.3028945,11.1205518,0,34.477269,33.0624000,54.262218,  789.2250,DF,141.348800, 22, 5,17
13, 23.9569292, 7.7260795,0,27.950160, 1.8368000,54.262218,  789.2250,DF,  6.819813, 22, 5,17
14, 34.4049621,13.7924499,0,36.419851,40.4096000,54.262218,  789.2250,DF,176.207000, 22, 5,17
15, 51.4926027,15.6435430,0,37.398960,40.4096000,54.262218,  789.2250,DF,176.207000, 22, 5,17
16, 23.5943437, 7.3636754,0,29.879111,40.4096000,54.262218,  789.2250,DF,176.207000, 22, 5,17
17, 31.3948173, 9.0913763,0,33.192720,40.4096000,54.262218,  789.2250,DF,176.207000, 22, 5,17
 1, 42.9249351,18.8928055,0,29.382720, 5.5104000,62.827606, 3897.2661,DF, 12.441060, 23, 1,22
 2, 23.5175293, 8.0964847,0,22.853752,24.7968000,62.827606, 3897.2661,DF,102.121000, 23, 2,15
 3, 22.5759465, 8.8625050,0,21.495968,29.3888000,62.827606, 3897.2661,DF,124.742500, 23, 4,11
 4, 24.0253176,10.8052514,0,23.602575,22.9600000,62.827606, 3897.2661,DF, 93.633080, 23, 5,12
 5, 27.9842871, 7.5646575,0,19.885771,19.2864000,62.827606, 3897.2661,DF, 73.725590, 23, 1,12
 6, 20.3991175, 6.5812081,0,18.668759,33.9808000,62.827606, 3897.2661,DF,150.012600, 23, 1,12
 7, 14.6311339, 5.9873479,0,17.257285,52.8261384,62.827606, 3897.2661,DF,266.336600, 23, 1,12
 8, 17.8598759, 5.8403399,0,17.964263,45.1588071,62.827606, 3897.2661,DF,216.122100, 23, 1,12
 9, 15.2103853,10.8253957,0,21.129888,52.8261384,62.827606, 3897.2661,DF,266.336600, 23, 1,12
